index,ipa,alphabet,score_abrupt-continuous,score_beautiful-ugly,score_big-small,score_dangerous-safe,score_delicate-rugged,score_exciting-calming,score_fast-slow,score_good-bad,score_happy-sad,score_hard-soft,score_harsh-mellow,score_heavy-light,score_inhibited-free,score_interesting-uninteresting,score_masculine-feminine,score_ordinary-unique,score_passive-active,score_pleasant-unpleasant,score_realistic-fantastical,score_sharp-round,score_simple-complex,score_solid-nonsolid,score_strong-weak,score_tense-relaxed
1780,dowʃej,doughshaye,0.0,0.010483333333333336,-0.010933333333333342,0.0,0.0,0.0,0.0,0.0,0.0,0.06366666666666666,0.0,0.00416666666666667,0.0,0.04496666666666666,0.03983333333333334,0.0,0.0,0.0,0.0,0.07633166666666667,0.0,0.0,0.0,0.0
1781,dowʃow,doughshow,0.0,0.010483333333333336,-0.010933333333333342,0.0,0.0,0.0,0.0,0.0,0.0,0.06366666666666666,0.0,0.00416666666666667,0.0,0.04496666666666666,0.03983333333333334,0.0,0.0,0.0,0.0,0.07633166666666667,0.0,0.0,0.0,0.0
1782,dowbi,doughbee,0.0,0.15708,-0.00688000000000002,0.0,0.0,-0.06934,-0.10129999999999999,0.0,-0.08246,0.0,0.0,-0.07686,0.0,0.10791999999999999,-0.084014,0.0,0.06096,0.0,-0.05488,0.080436,0.0,0.0,0.0,0.0
1783,dowbej,doughbaye,0.0,0.1309,-0.12660000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12533333333333332,0.0,0.08993333333333332,-0.14766666666666667,0.0,0.0,0.0,0.0,0.15266333333333335,0.0,0.0,0.0,0.0
1784,dowbow,doughbow,0.0,0.1309,-0.12660000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12533333333333332,0.0,0.08993333333333332,-0.14766666666666667,0.0,0.0,0.0,0.0,0.15266333333333335,0.0,0.0,0.0,0.0
1785,dowdi,doughdee,0.0,0.15708,-0.00688000000000002,0.0,0.0,-0.06934,-0.10129999999999999,0.0,-0.08246,0.0,0.0,-0.07686,0.0,0.10791999999999999,-0.084014,0.0,0.06096,0.0,-0.05488,0.080436,0.0,0.0,0.0,0.0
1786,dowdej,doughdaye,0.0,0.1309,-0.12660000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12533333333333332,0.0,0.08993333333333332,-0.14766666666666667,0.0,0.0,0.0,0.0,0.15266333333333335,0.0,0.0,0.0,0.0
1787,dowdow,doughdow,0.0,0.1309,-0.12660000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12533333333333332,0.0,0.08993333333333332,-0.14766666666666667,0.0,0.0,0.0,0.0,0.15266333333333335,0.0,0.0,0.0,0.0
1788,dowɡi,doughggee,0.0,0.07854,0.06907999999999999,0.0,0.0,-0.06934,-0.10129999999999999,0.0,-0.08246,0.0,0.0,-0.0016599999999999948,0.0,0.053959999999999994,0.0045860000000000015,0.0,0.06096,0.0,-0.05488,-0.011162000000000005,0.0,0.0,0.0,0.0
1789,dowɡej,doughgaye,0.0,0.06545,-0.06330000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06266666666666666,0.0,0.04496666666666666,-0.07383333333333333,0.0,0.0,0.0,0.0,0.07633166666666667,0.0,0.0,0.0,0.0
1790,dowɡow,doughgow,0.0,0.06545,-0.06330000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06266666666666666,0.0,0.04496666666666666,-0.07383333333333333,0.0,0.0,0.0,0.0,0.07633166666666667,0.0,0.0,0.0,0.0
1791,dowpi,doughpee,-0.0982,0.07854,0.06907999999999999,-0.0751,0.096,-0.15245999999999998,-0.17951999999999999,0.0,-0.08246,-0.11779999999999999,-0.09696,-0.0016599999999999948,-0.08209999999999999,0.053959999999999994,-0.130614,0.0,0.06096,0.0,-0.124148,-0.141186,0.0,-0.0822,-0.04588,-0.09952
1792,dowpej,doughpaye,-0.08183333333333333,0.06545,-0.06330000000000001,-0.06258333333333334,0.08,-0.06926666666666667,-0.06518333333333333,0.0,0.0,-0.09816666666666667,-0.0808,-0.06266666666666666,-0.06841666666666667,0.04496666666666666,-0.1865,0.0,0.0,0.0,-0.05772333333333333,-0.03202166666666667,0.0,-0.06849999999999999,-0.038233333333333334,-0.08293333333333333
1793,dowpow,doughpow,-0.08183333333333333,0.06545,-0.06330000000000001,-0.06258333333333334,0.08,-0.06926666666666667,-0.06518333333333333,0.0,0.0,-0.09816666666666667,-0.0808,-0.06266666666666666,-0.06841666666666667,0.04496666666666666,-0.1865,0.0,0.0,0.0,-0.05772333333333333,-0.03202166666666667,0.0,-0.06849999999999999,-0.038233333333333334,-0.08293333333333333
1794,dowti,doughtee,-0.0982,0.07854,0.06907999999999999,-0.0751,0.096,-0.15245999999999998,-0.17951999999999999,0.0,-0.08246,-0.11779999999999999,-0.09696,-0.0016599999999999948,-0.08209999999999999,0.053959999999999994,-0.130614,0.0,0.06096,0.0,-0.124148,-0.141186,0.0,-0.0822,-0.04588,-0.09952
1795,dowtej,doughtaye,-0.08183333333333333,0.06545,-0.06330000000000001,-0.06258333333333334,0.08,-0.06926666666666667,-0.06518333333333333,0.0,0.0,-0.09816666666666667,-0.0808,-0.06266666666666666,-0.06841666666666667,0.04496666666666666,-0.1865,0.0,0.0,0.0,-0.05772333333333333,-0.03202166666666667,0.0,-0.06849999999999999,-0.038233333333333334,-0.08293333333333333
1796,dowtow,doughtow,-0.08183333333333333,0.06545,-0.06330000000000001,-0.06258333333333334,0.08,-0.06926666666666667,-0.06518333333333333,0.0,0.0,-0.09816666666666667,-0.0808,-0.06266666666666666,-0.06841666666666667,0.04496666666666666,-0.1865,0.0,0.0,0.0,-0.05772333333333333,-0.03202166666666667,0.0,-0.06849999999999999,-0.038233333333333334,-0.08293333333333333
1797,dowki,doughkee,-0.0982,0.07854,0.06907999999999999,-0.0751,0.096,-0.15245999999999998,-0.17951999999999999,0.0,-0.08246,-0.11779999999999999,-0.09696,-0.0016599999999999948,-0.08209999999999999,0.053959999999999994,-0.130614,0.0,0.06096,0.0,-0.124148,-0.141186,0.0,-0.0822,-0.04588,-0.09952
1798,dowkej,doughkaye,-0.08183333333333333,0.06545,-0.06330000000000001,-0.06258333333333334,0.08,-0.06926666666666667,-0.06518333333333333,0.0,0.0,-0.09816666666666667,-0.0808,-0.06266666666666666,-0.06841666666666667,0.04496666666666666,-0.1865,0.0,0.0,0.0,-0.05772333333333333,-0.03202166666666667,0.0,-0.06849999999999999,-0.038233333333333334,-0.08293333333333333
1799,dowkow,doughko,-0.08183333333333333,0.06545,-0.06330000000000001,-0.06258333333333334,0.08,-0.06926666666666667,-0.06518333333333333,0.0,0.0,-0.09816666666666667,-0.0808,-0.06266666666666666,-0.06841666666666667,0.04496666666666666,-0.1865,0.0,0.0,0.0,-0.05772333333333333,-0.03202166666666667,0.0,-0.06849999999999999,-0.038233333333333334,-0.08293333333333333
1800,ɡili,gheelee,0.2125,-0.09575,0.49215,0.13895,-0.22625,0.043649999999999994,-0.07092499999999999,0.0,-0.20615,0.22225,0.22455,0.34185,0.1304,0.0,0.414965,-0.0865,-0.010124999999999995,0.0,-0.1372,-0.006477500000000025,-0.187795,0.18525,0.158975,0.165775
1801,ɡilej,gheelaye,0.16999999999999998,-0.0766,0.24867999999999996,0.11116,-0.181,0.10425999999999999,0.04456,0.0,-0.08246,0.1778,0.17964,0.19994,0.10432,0.0,0.238786,-0.0692,-0.06906,0.0,-0.05488,0.09757799999999998,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
1802,ɡilow,gheelow,0.16999999999999998,-0.0766,0.24867999999999996,0.11116,-0.181,0.10425999999999999,0.04456,0.0,-0.08246,0.1778,0.17964,0.19994,0.10432,0.0,0.238786,-0.0692,-0.06906,0.0,-0.05488,0.09757799999999998,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
1803,ɡimi,gheemee,0.2125,-0.09575,0.49215,0.13895,-0.22625,0.043649999999999994,-0.07092499999999999,0.0,-0.20615,0.22225,0.22455,0.34185,0.1304,0.0,0.414965,-0.0865,-0.010124999999999995,0.0,-0.1372,-0.006477500000000025,-0.187795,0.18525,0.158975,0.165775
1804,ɡimej,gheemaye,0.16999999999999998,-0.0766,0.24867999999999996,0.11116,-0.181,0.10425999999999999,0.04456,0.0,-0.08246,0.1778,0.17964,0.19994,0.10432,0.0,0.238786,-0.0692,-0.06906,0.0,-0.05488,0.09757799999999998,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
1805,ɡimow,gheemow,0.16999999999999998,-0.0766,0.24867999999999996,0.11116,-0.181,0.10425999999999999,0.04456,0.0,-0.08246,0.1778,0.17964,0.19994,0.10432,0.0,0.238786,-0.0692,-0.06906,0.0,-0.05488,0.09757799999999998,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
1806,ɡini,gheenee,0.2125,-0.09575,0.49215,0.13895,-0.22625,0.043649999999999994,-0.07092499999999999,0.0,-0.20615,0.22225,0.22455,0.34185,0.1304,0.0,0.414965,-0.0865,-0.010124999999999995,0.0,-0.1372,-0.006477500000000025,-0.187795,0.18525,0.158975,0.165775
1807,ɡinej,gheenaye,0.16999999999999998,-0.0766,0.24867999999999996,0.11116,-0.181,0.10425999999999999,0.04456,0.0,-0.08246,0.1778,0.17964,0.19994,0.10432,0.0,0.238786,-0.0692,-0.06906,0.0,-0.05488,0.09757799999999998,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
1808,ɡinow,gheenow,0.16999999999999998,-0.0766,0.24867999999999996,0.11116,-0.181,0.10425999999999999,0.04456,0.0,-0.08246,0.1778,0.17964,0.19994,0.10432,0.0,0.238786,-0.0692,-0.06906,0.0,-0.05488,0.09757799999999998,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
1809,ɡivi,gheevee,0.0,0.0,0.3626,0.0,0.0,-0.17335,-0.25325,0.0,-0.20615,0.0,0.0,0.18385,0.0,0.0,0.232965,0.0,0.1524,0.0,-0.1372,-0.2569,0.0,0.0,0.0,0.0
1810,ɡivej,gheevaye,0.0,0.0,0.14504,0.0,0.0,-0.06934,-0.10129999999999999,0.0,-0.08246,0.0,0.0,0.07354000000000001,0.0,0.0,0.093186,0.0,0.06096,0.0,-0.05488,-0.10276,0.0,0.0,0.0,0.0
1811,ɡivow,gheevow,0.0,0.0,0.14504,0.0,0.0,-0.06934,-0.10129999999999999,0.0,-0.08246,0.0,0.0,0.07354000000000001,0.0,0.0,0.093186,0.0,0.06096,0.0,-0.05488,-0.10276,0.0,0.0,0.0,0.0
1812,ɡiði,gheethey,0.0,0.0,0.3626,0.0,0.0,-0.17335,-0.25325,0.0,-0.20615,0.0,0.0,0.18385,0.0,0.0,0.232965,0.0,0.1524,0.0,-0.1372,-0.2569,0.0,0.0,0.0,0.0
1813,ɡiðej,ghee-they,0.0,0.0,0.14504,0.0,0.0,-0.06934,-0.10129999999999999,0.0,-0.08246,0.0,0.0,0.07354000000000001,0.0,0.0,0.093186,0.0,0.06096,0.0,-0.05488,-0.10276,0.0,0.0,0.0,0.0
1814,ɡiðow,ghee-though,0.0,0.0,0.14504,0.0,0.0,-0.06934,-0.10129999999999999,0.0,-0.08246,0.0,0.0,0.07354000000000001,0.0,0.0,0.093186,0.0,0.06096,0.0,-0.05488,-0.10276,0.0,0.0,0.0,0.0
1815,ɡizi,gheezee,0.0,0.0,0.3626,0.0,0.0,-0.17335,-0.25325,0.0,-0.20615,0.0,0.0,0.18385,0.0,0.0,0.232965,0.0,0.1524,0.0,-0.1372,-0.2569,0.0,0.0,0.0,0.0
1816,ɡizej,gheezaye,0.0,0.0,0.14504,0.0,0.0,-0.06934,-0.10129999999999999,0.0,-0.08246,0.0,0.0,0.07354000000000001,0.0,0.0,0.093186,0.0,0.06096,0.0,-0.05488,-0.10276,0.0,0.0,0.0,0.0
1817,ɡizow,gheezow,0.0,0.0,0.14504,0.0,0.0,-0.06934,-0.10129999999999999,0.0,-0.08246,0.0,0.0,0.07354000000000001,0.0,0.0,0.093186,0.0,0.06096,0.0,-0.05488,-0.10276,0.0,0.0,0.0,0.0
1818,ɡifi,gheefee,0.0,-0.08245,0.44114999999999993,0.0,0.0,-0.17335,-0.25325,0.0,-0.20615,0.0955,0.0,0.2841,0.0,0.0,0.403465,0.0,0.1524,0.0,-0.1372,-0.2569,0.0,0.0,0.0,0.0
1819,ɡifej,gheefaye,0.0,-0.06595999999999999,0.20787999999999998,0.0,0.0,-0.06934,-0.10129999999999999,0.0,-0.08246,0.0764,0.0,0.15374000000000002,0.0,0.0,0.229586,0.0,0.06096,0.0,-0.05488,-0.10276,0.0,0.0,0.0,0.0
1820,ɡifow,gheefow,0.0,-0.06595999999999999,0.20787999999999998,0.0,0.0,-0.06934,-0.10129999999999999,0.0,-0.08246,0.0764,0.0,0.15374000000000002,0.0,0.0,0.229586,0.0,0.06096,0.0,-0.05488,-0.10276,0.0,0.0,0.0,0.0
1821,ɡisi,gheesee,0.0,-0.08245,0.44114999999999993,0.0,0.0,-0.17335,-0.25325,0.0,-0.20615,0.0955,0.0,0.2841,0.0,0.0,0.403465,0.0,0.1524,0.0,-0.1372,-0.2569,0.0,0.0,0.0,0.0
1822,ɡisej,gheesaye,0.0,-0.06595999999999999,0.20787999999999998,0.0,0.0,-0.06934,-0.10129999999999999,0.0,-0.08246,0.0764,0.0,0.15374000000000002,0.0,0.0,0.229586,0.0,0.06096,0.0,-0.05488,-0.10276,0.0,0.0,0.0,0.0
1823,ɡisow,gheesow,0.0,-0.06595999999999999,0.20787999999999998,0.0,0.0,-0.06934,-0.10129999999999999,0.0,-0.08246,0.0764,0.0,0.15374000000000002,0.0,0.0,0.229586,0.0,0.06096,0.0,-0.05488,-0.10276,0.0,0.0,0.0,0.0
1824,ɡiʃi,gheeshee,0.0,-0.08245,0.44114999999999993,0.0,0.0,-0.17335,-0.25325,0.0,-0.20615,0.0955,0.0,0.2841,0.0,0.0,0.403465,0.0,0.1524,0.0,-0.1372,-0.2569,0.0,0.0,0.0,0.0
1825,ɡiʃej,gheeshaye,0.0,-0.06595999999999999,0.20787999999999998,0.0,0.0,-0.06934,-0.10129999999999999,0.0,-0.08246,0.0764,0.0,0.15374000000000002,0.0,0.0,0.229586,0.0,0.06096,0.0,-0.05488,-0.10276,0.0,0.0,0.0,0.0
1826,ɡiʃow,gheeshow,0.0,-0.06595999999999999,0.20787999999999998,0.0,0.0,-0.06934,-0.10129999999999999,0.0,-0.08246,0.0764,0.0,0.15374000000000002,0.0,0.0,0.229586,0.0,0.06096,0.0,-0.05488,-0.10276,0.0,0.0,0.0,0.0
1827,ɡibi,gheebee,0.0,0.098175,0.26764999999999994,0.0,0.0,-0.17335,-0.25325,0.0,-0.20615,0.0,0.0,0.08985000000000001,0.0,0.06745,0.122215,0.0,0.1524,0.0,-0.1372,-0.14240250000000002,0.0,0.0,0.0,0.0
1828,ɡibej,gheebaye,0.0,0.07854,0.06907999999999999,0.0,0.0,-0.06934,-0.10129999999999999,0.0,-0.08246,0.0,0.0,-0.0016599999999999948,0.0,0.053959999999999994,0.0045860000000000015,0.0,0.06096,0.0,-0.05488,-0.011162000000000005,0.0,0.0,0.0,0.0
1829,ɡibow,gheebow,0.0,0.07854,0.06907999999999999,0.0,0.0,-0.06934,-0.10129999999999999,0.0,-0.08246,0.0,0.0,-0.0016599999999999948,0.0,0.053959999999999994,0.0045860000000000015,0.0,0.06096,0.0,-0.05488,-0.011162000000000005,0.0,0.0,0.0,0.0
1830,ɡidi,gheedee,0.0,0.098175,0.26764999999999994,0.0,0.0,-0.17335,-0.25325,0.0,-0.20615,0.0,0.0,0.08985000000000001,0.0,0.06745,0.122215,0.0,0.1524,0.0,-0.1372,-0.14240250000000002,0.0,0.0,0.0,0.0
1831,ɡidej,gheedaye,0.0,0.07854,0.06907999999999999,0.0,0.0,-0.06934,-0.10129999999999999,0.0,-0.08246,0.0,0.0,-0.0016599999999999948,0.0,0.053959999999999994,0.0045860000000000015,0.0,0.06096,0.0,-0.05488,-0.011162000000000005,0.0,0.0,0.0,0.0
1832,ɡidow,gheedow,0.0,0.07854,0.06907999999999999,0.0,0.0,-0.06934,-0.10129999999999999,0.0,-0.08246,0.0,0.0,-0.0016599999999999948,0.0,0.053959999999999994,0.0045860000000000015,0.0,0.06096,0.0,-0.05488,-0.011162000000000005,0.0,0.0,0.0,0.0
1833,ɡiɡi,gheeggee,0.0,0.0,0.3626,0.0,0.0,-0.17335,-0.25325,0.0,-0.20615,0.0,0.0,0.18385,0.0,0.0,0.232965,0.0,0.1524,0.0,-0.1372,-0.2569,0.0,0.0,0.0,0.0
1834,ɡiɡej,gheegaye,0.0,0.0,0.14504,0.0,0.0,-0.06934,-0.10129999999999999,0.0,-0.08246,0.0,0.0,0.07354000000000001,0.0,0.0,0.093186,0.0,0.06096,0.0,-0.05488,-0.10276,0.0,0.0,0.0,0.0
1835,ɡiɡow,gheegow,0.0,0.0,0.14504,0.0,0.0,-0.06934,-0.10129999999999999,0.0,-0.08246,0.0,0.0,0.07354000000000001,0.0,0.0,0.093186,0.0,0.06096,0.0,-0.05488,-0.10276,0.0,0.0,0.0,0.0
1836,ɡipi,gheepee,-0.12275,0.0,0.3626,-0.093875,0.12,-0.27725,-0.351025,0.0,-0.20615,-0.14725,-0.1212,0.18385,-0.102625,0.0,0.063965,0.0,0.1524,0.0,-0.22378499999999998,-0.41943,0.0,-0.10275,-0.05735,-0.1244
1837,ɡipej,gheepaye,-0.0982,0.0,0.14504,-0.0751,0.096,-0.15245999999999998,-0.17951999999999999,0.0,-0.08246,-0.11779999999999999,-0.09696,0.07354000000000001,-0.08209999999999999,0.0,-0.04201400000000001,0.0,0.06096,0.0,-0.124148,-0.23278400000000002,0.0,-0.0822,-0.04588,-0.09952
1838,ɡipow,gheepow,-0.0982,0.0,0.14504,-0.0751,0.096,-0.15245999999999998,-0.17951999999999999,0.0,-0.08246,-0.11779999999999999,-0.09696,0.07354000000000001,-0.08209999999999999,0.0,-0.04201400000000001,0.0,0.06096,0.0,-0.124148,-0.23278400000000002,0.0,-0.0822,-0.04588,-0.09952
1839,ɡiti,gheetee,-0.12275,0.0,0.3626,-0.093875,0.12,-0.27725,-0.351025,0.0,-0.20615,-0.14725,-0.1212,0.18385,-0.102625,0.0,0.063965,0.0,0.1524,0.0,-0.22378499999999998,-0.41943,0.0,-0.10275,-0.05735,-0.1244
1840,ɡitej,gheetaye,-0.0982,0.0,0.14504,-0.0751,0.096,-0.15245999999999998,-0.17951999999999999,0.0,-0.08246,-0.11779999999999999,-0.09696,0.07354000000000001,-0.08209999999999999,0.0,-0.04201400000000001,0.0,0.06096,0.0,-0.124148,-0.23278400000000002,0.0,-0.0822,-0.04588,-0.09952
1841,ɡitow,gheetow,-0.0982,0.0,0.14504,-0.0751,0.096,-0.15245999999999998,-0.17951999999999999,0.0,-0.08246,-0.11779999999999999,-0.09696,0.07354000000000001,-0.08209999999999999,0.0,-0.04201400000000001,0.0,0.06096,0.0,-0.124148,-0.23278400000000002,0.0,-0.0822,-0.04588,-0.09952
1842,ɡiki,gheekee,-0.12275,0.0,0.3626,-0.093875,0.12,-0.27725,-0.351025,0.0,-0.20615,-0.14725,-0.1212,0.18385,-0.102625,0.0,0.063965,0.0,0.1524,0.0,-0.22378499999999998,-0.41943,0.0,-0.10275,-0.05735,-0.1244
1843,ɡikej,gheekaye,-0.0982,0.0,0.14504,-0.0751,0.096,-0.15245999999999998,-0.17951999999999999,0.0,-0.08246,-0.11779999999999999,-0.09696,0.07354000000000001,-0.08209999999999999,0.0,-0.04201400000000001,0.0,0.06096,0.0,-0.124148,-0.23278400000000002,0.0,-0.0822,-0.04588,-0.09952
1844,ɡikow,gheeko,-0.0982,0.0,0.14504,-0.0751,0.096,-0.15245999999999998,-0.17951999999999999,0.0,-0.08246,-0.11779999999999999,-0.09696,0.07354000000000001,-0.08209999999999999,0.0,-0.04201400000000001,0.0,0.06096,0.0,-0.124148,-0.23278400000000002,0.0,-0.0822,-0.04588,-0.09952
1845,ɡejli,gaylee,0.16999999999999998,-0.0766,0.24867999999999996,0.11116,-0.181,0.10425999999999999,0.04456,0.0,-0.08246,0.1778,0.17964,0.19994,0.10432,0.0,0.238786,-0.0692,-0.06906,0.0,-0.05488,0.09757799999999998,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
1846,ɡejlej,gaylaye,0.14166666666666666,-0.06383333333333334,0.08636666666666666,0.09263333333333333,-0.15083333333333335,0.14466666666666667,0.12154999999999999,0.0,0.0,0.14816666666666667,0.1497,0.10533333333333333,0.08693333333333332,0.0,0.12133333333333333,-0.057666666666666665,-0.10835,0.0,0.0,0.16694833333333334,-0.12519666666666665,0.1235,0.10598333333333333,0.11051666666666667
1847,ɡejlow,gaylow,0.14166666666666666,-0.06383333333333334,0.08636666666666666,0.09263333333333333,-0.15083333333333335,0.14466666666666667,0.12154999999999999,0.0,0.0,0.14816666666666667,0.1497,0.10533333333333333,0.08693333333333332,0.0,0.12133333333333333,-0.057666666666666665,-0.10835,0.0,0.0,0.16694833333333334,-0.12519666666666665,0.1235,0.10598333333333333,0.11051666666666667
1848,ɡejmi,gaymee,0.16999999999999998,-0.0766,0.24867999999999996,0.11116,-0.181,0.10425999999999999,0.04456,0.0,-0.08246,0.1778,0.17964,0.19994,0.10432,0.0,0.238786,-0.0692,-0.06906,0.0,-0.05488,0.09757799999999998,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
1849,ɡejmej,gaymaye,0.14166666666666666,-0.06383333333333334,0.08636666666666666,0.09263333333333333,-0.15083333333333335,0.14466666666666667,0.12154999999999999,0.0,0.0,0.14816666666666667,0.1497,0.10533333333333333,0.08693333333333332,0.0,0.12133333333333333,-0.057666666666666665,-0.10835,0.0,0.0,0.16694833333333334,-0.12519666666666665,0.1235,0.10598333333333333,0.11051666666666667
1850,ɡejmow,gaymow,0.14166666666666666,-0.06383333333333334,0.08636666666666666,0.09263333333333333,-0.15083333333333335,0.14466666666666667,0.12154999999999999,0.0,0.0,0.14816666666666667,0.1497,0.10533333333333333,0.08693333333333332,0.0,0.12133333333333333,-0.057666666666666665,-0.10835,0.0,0.0,0.16694833333333334,-0.12519666666666665,0.1235,0.10598333333333333,0.11051666666666667
1851,ɡejni,gaynee,0.16999999999999998,-0.0766,0.24867999999999996,0.11116,-0.181,0.10425999999999999,0.04456,0.0,-0.08246,0.1778,0.17964,0.19994,0.10432,0.0,0.238786,-0.0692,-0.06906,0.0,-0.05488,0.09757799999999998,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
1852,ɡejnej,gaynaye,0.14166666666666666,-0.06383333333333334,0.08636666666666666,0.09263333333333333,-0.15083333333333335,0.14466666666666667,0.12154999999999999,0.0,0.0,0.14816666666666667,0.1497,0.10533333333333333,0.08693333333333332,0.0,0.12133333333333333,-0.057666666666666665,-0.10835,0.0,0.0,0.16694833333333334,-0.12519666666666665,0.1235,0.10598333333333333,0.11051666666666667
1853,ɡejnow,gaynow,0.14166666666666666,-0.06383333333333334,0.08636666666666666,0.09263333333333333,-0.15083333333333335,0.14466666666666667,0.12154999999999999,0.0,0.0,0.14816666666666667,0.1497,0.10533333333333333,0.08693333333333332,0.0,0.12133333333333333,-0.057666666666666665,-0.10835,0.0,0.0,0.16694833333333334,-0.12519666666666665,0.1235,0.10598333333333333,0.11051666666666667
1854,ɡejvi,gayvee,0.0,0.0,0.14504,0.0,0.0,-0.06934,-0.10129999999999999,0.0,-0.08246,0.0,0.0,0.07354000000000001,0.0,0.0,0.093186,0.0,0.06096,0.0,-0.05488,-0.10276,0.0,0.0,0.0,0.0
1855,ɡejvej,gayvaye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1856,ɡejvow,gayvow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1857,ɡejði,gaythey,0.0,0.0,0.14504,0.0,0.0,-0.06934,-0.10129999999999999,0.0,-0.08246,0.0,0.0,0.07354000000000001,0.0,0.0,0.093186,0.0,0.06096,0.0,-0.05488,-0.10276,0.0,0.0,0.0,0.0
1858,ɡejðej,gay-they,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1859,ɡejðow,gay-though,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1860,ɡejzi,gayzee,0.0,0.0,0.14504,0.0,0.0,-0.06934,-0.10129999999999999,0.0,-0.08246,0.0,0.0,0.07354000000000001,0.0,0.0,0.093186,0.0,0.06096,0.0,-0.05488,-0.10276,0.0,0.0,0.0,0.0
1861,ɡejzej,gayzaye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1862,ɡejzow,gayzow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1863,ɡejfi,gayfee,0.0,-0.06595999999999999,0.20787999999999998,0.0,0.0,-0.06934,-0.10129999999999999,0.0,-0.08246,0.0764,0.0,0.15374000000000002,0.0,0.0,0.229586,0.0,0.06096,0.0,-0.05488,-0.10276,0.0,0.0,0.0,0.0
1864,ɡejfej,gayfaye,0.0,-0.054966666666666664,0.052366666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.06366666666666666,0.0,0.06683333333333334,0.0,0.0,0.11366666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1865,ɡejfow,gayfow,0.0,-0.054966666666666664,0.052366666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.06366666666666666,0.0,0.06683333333333334,0.0,0.0,0.11366666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1866,ɡejsi,gaysee,0.0,-0.06595999999999999,0.20787999999999998,0.0,0.0,-0.06934,-0.10129999999999999,0.0,-0.08246,0.0764,0.0,0.15374000000000002,0.0,0.0,0.229586,0.0,0.06096,0.0,-0.05488,-0.10276,0.0,0.0,0.0,0.0
1867,ɡejsej,gaysaye,0.0,-0.054966666666666664,0.052366666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.06366666666666666,0.0,0.06683333333333334,0.0,0.0,0.11366666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1868,ɡejsow,gaysow,0.0,-0.054966666666666664,0.052366666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.06366666666666666,0.0,0.06683333333333334,0.0,0.0,0.11366666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1869,ɡejʃi,gayshee,0.0,-0.06595999999999999,0.20787999999999998,0.0,0.0,-0.06934,-0.10129999999999999,0.0,-0.08246,0.0764,0.0,0.15374000000000002,0.0,0.0,0.229586,0.0,0.06096,0.0,-0.05488,-0.10276,0.0,0.0,0.0,0.0
1870,ɡejʃej,gayshaye,0.0,-0.054966666666666664,0.052366666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.06366666666666666,0.0,0.06683333333333334,0.0,0.0,0.11366666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
